ID PLU 210013,Medio,url website,Nac/Loc/HLoc,Región Origen,Comuna Origen,Propiedad Legal,Twitter,Facebook,Instagram,Personero-Propiedad,Origen medial,Plataformas mediales,Youtube,Plataformas mediales,
83,La Tribuna,http://www.latribuna.cl/,R,del BioBío,Los Angeles ,Empresa Periodística Bío-Bío Ltda.,http://twitter.com/latribunacl,https://www.facebook.com/latribunacl/,https://www.instagram.com/latribuna.cl/,,Periodico Digital,Sitio web.,N.E,Sitio web.,
84,Diario El Sur,http://www.elsur.cl/impresa/2016/04/09/papel/,R,del BioBío,Concepción,Diario El Sur S.A,http://twitter.com/elsurcl,https://www.facebook.com/elsurcl/,https://www.instagram.com/elsurcl,Diario El Sur S.A,Diario Papel,,N.E,,
85,El Mercurio Afta,https://www.soychile.cl/antofagasta/,R,de Antofagasta,Antofagasta,El Mercurio S.A.P,http://twitter.com/mercurioafta,https://www.facebook.com/elmercuriodeantofagasta/,https://www.instagram.com/mercurioantofagasta.cl/,Agustin Edwards,Diario Papel,"Diario-papel, portal internet",https://www.youtube.com/user/mercurioafta,"Diario-papel, portal internet",
86,La Estrella de Valparaíso,https://www.estrellavalpo.cl/,R,de Valparaiso,Valparaiso,El Mercurio S.A.P,http://twitter.com/laestrellavalpo,https://www.facebook.com/laestrellavalpo/,https://www.instagram.com/laestrellavalpo/,Agustin Edwards,Diario Papel,"Diario-Papel, Portal-Internet",N.E,"Diario-Papel, Portal-Internet",
87,El Llanquihue,https://www.ellanquihue.cl,R,de Los Lagos,Puerto Montt,El Mercurio S.A.P.,http://twitter.com/ellanquihue,https://www.facebook.com/diariollanquihue/,NE,Agustin Edwards,Diario Papel,"Diario, Portal- Internet",https://www.youtube.com/user/diarioelllanquihue/videos,"Diario, Portal- Internet",
88,Austral Los Ríos,http://www.australvaldivia.cl/,R,Los Ríos,Valdivia,El Mercurio S.A.P,http://twitter.com/austral_losrios,https://www.facebook.com/australdelosrios/,https://www.instagram.com/australdelosrios/,Agustin Edwards,Diario Papel,"Diario-papel, Portal internet",N.E,"Diario-papel, Portal internet",
89,La estrella de Iquique,http://www.estrellaiquique.cl,R,Tarapaca,Iquique,El Mercurio S.A.P,http://twitter.com/laestrellaiqq,https://www.facebook.com/estrellaiquique/,https://www.instagram.com/laestrelladeiquique/,Agustin Edwards,Diario Papel,"Diario-Papel, Portal-Internet",www.youtube.com/user/laestrellaiqq/videos,"Diario-Papel, Portal-Internet",
90,La estrella de antofagasta,https://www.estrellaantofagasta.cl/,R,de Antofagasta,Antofagasta,El Mercurio S.A.P.,http://twitter.com/laestrellantofa,https://www.facebook.com/estrellaantofagasta/,NE,Agustin Edwards,Diario Papel,"Diario-Papel, Porta Internet",N.E,"Diario-Papel, Porta Internet",
91,El diario de Antofagasta,https://www.diarioantofagasta.cl/,R,de Antofagasta,Antofagasta,Consorcio Periodístico El Norte SpA,http://twitter.com/diarioafta,https://www.facebook.com/diarioantofagasta/,https://www.instagram.com/diarioafta/,,Periodico Digital,Portal Internet,https://www.youtube.com/user/diarioantofagasta,Portal Internet,
92,El diario Atacama,https://www.diarioatacama.cl/,R,Atacama,Copiapó,El Mercurio S.A.P,https://twitter.com/diarioatacama,https://www.facebook.com/ElDiariodeAtacama/,NE,Agustin Edwards,Diario Papel,"Diario-papel, Portal internet",N.E,"Diario-papel, Portal internet",
93,La estrella de Concepción,https://www.estrellaconcepcion.cl/,R,del BioBío,Concepción,El Mercurio S.A.P.,https://twitter.com/estrellaconce,https://www.facebook.com/LaEstrelladeConcepcion/,NE,Agustin Edwards,Diario Papel,"Diario-Papel, Portal-Internet",N.E,"Diario-Papel, Portal-Internet",
94,Cronica de Chillán,https://www.cronicachillan.cl/,R,Ñuble,Chillán,Diario El Sur S.A.,https://twitter.com/CronicaChillan,https://www.facebook.com/cronicachillan/,https://www.instagram.com/cronica_chillan/,,Diario Papel,"Diario-papel, Portal internet",https://www.youtube.com/user/cronicachillan,"Diario-papel, Portal internet",
95,Red Antofagasta,http://redantofagasta.com,R,de Antofagasta,Antofagasta ,Merelec SpA ,https://twitter.com/RedAntofagasta,https://www.facebook.com/antofagastared/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCJl7uI-rBmcqw49mc8Hm_ug,diario online,
96,Red Coquimbo,http://redcoquimbo.com/,R,de Coquimbo,Coquimbo,Merelec SpA ,https://twitter.com/red_coquimbo,https://www.facebook.com/coquimbored/,https://www.instagram.com/diariosenred/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCKX5_k-SUhjquJGyQg2DKYA,diario online,
97,Red Maule,http://redmaule.com/,R,Maule,Talca,Merelec SpA ,https://twitter.com/RedMaule,https://www.facebook.com/redmaule/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/user/redmaule,diario online,
98,Red Arica,http://redarica.com/,R,Arica y Parinacota,Arica,Merelec SpA ,https://twitter.com/RedArica,https://www.facebook.com/redaricader/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCICfyAUsBr2CeRx-oopOrPw,diario online,
99,Red Araucanía,http://redaraucania.com/,R,Araucanía,Temuco,Merelec SpA ,https://twitter.com/RedAraucania,https://www.facebook.com/redaraucania/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCoQdxo8JwvgjWdXvQnWD8qg,diario online,
100,Red Atacama,http://www.redatacama.com/,R,Atacama,Copiapó,Merelec SpA ,https://twitter.com/redatacama,https://www.facebook.com/redatacama/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCJFbnsXQnqv9MK-Li11RPJg,diario online,
101,Red Biobío,http://redbiobio.com/,R,del BioBío,Concepcion,Merelec SpA ,https://twitter.com/RedBiobio,https://www.facebook.com/redbiobio/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCvo3SqCXy9rUDIXxH-UC3Gg,diario online,
102,Red Los Lagos,http://redloslagos.com/,R,de Los Lagos,Puerto Montt,Merelec SpA ,https://twitter.com/redloslagos,https://www.facebook.com/redloslagos/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCq1Tyef12nPia8ym7HTcxaQ,diario online,
103,Red Los Ríos,http://redlosrios.com/,R,Los Ríos,Valdivia,Merelec SpA ,https://twitter.com/RedlosRios,https://www.facebook.com/redlosrios/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCDHgBXKIiz2KKISPXvXQsbw,diario online,
104,Red O'Higgins,http://www.redohiggins.com,R,de O'Higgings,Rancagua ,Merelec SpA ,https://twitter.com/Red_OHiggins,https://www.facebook.com/redohiggins/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCPOy2WfUMGxaG9QLrnrdXQQ,diario online,
105,Red Valparaíso,http://redvalparaiso.com,R,de Valparaiso,Valparaíso,Merelec SpA ,https://twitter.com/RedValparaiso,https://www.facebook.com/redvalparaiso/,https://www.instagram.com/redmaule/,Juan Eduardo Prieto,Periodico Digital,diario online,https://www.youtube.com/channel/UCByg9Mz5e71cX2jLQE9oebQ,diario online,
106,Clave 9,http://www.clave9.cl/,R,Araucanía,Temuco,Clave9,https://twitter.com/Clave9cl,https://www.facebook.com/clave9cl/,https://www.instagram.com/clave9/,Julio Rodriguez,Periodico Digital,Portal/internet,https://www.youtube.com/user/clave9cl/videos,Portal/internet,
107,El Sol de Iquique,http://www.elsoldeiquique.cl/,R,Tarapaca,Iquique,El sol de Iquique,https://twitter.com/elsoldeiquique,https://www.facebook.com/ElSoldeIquique/,https://www.instagram.com/elsoldeiquique/,José Cancino,Periodico Digital,Portal-Web,https://www.youtube.com/channel/UCHIsEvVfOgCSEh9Dq5ksY3w,Portal-Web,
108,Diario El Observador,http://web.observador.cl/,HL,de Valparaiso,Quillota,Empresa Periodística El Observador Ltda,https://twitter.com/eo_enlinea,https://www.facebook.com/ElObservadorQuillota/,https://www.instagram.com/eo_enlinea/,Roberto Silva Bijit ,Diario Papel,"Diario-papel, Portal internet",https://www.youtube.com/user/videoselobservador,"Diario-papel, Portal internet",
109,Diario Paillaco,http://www.diariopaillaco.cl/,HL,Los Ríos,Paillaco,Grupo Diario Sur,https://twitter.com/DiarioPaillaco,https://www.facebook.com/Diariopaillaco/,https://www.instagram.com/prensalosrios,Osvaldo Soto,Periodico Digital,,N.E,,
110,OvalleHoy.cl,https://ovallehoy.cl/,HL,de Coquimbo,Ovalle ,SOCIEDAD PERIODÍSTICA BANIC Y LANCELLOTTI LTDA,https://twitter.com/DiarioOvalleHoy,https://www.facebook.com/DiarioOvalleHoy/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,diario electronico,https://www.youtube.com/channel/UC_7d0k6r5dB8VwpW_fUzckw,diario electronico,
111,Radio Chiloé,http://www.radiochiloe.cl/,HL,de Los Lagos,Castro,Velásquez Hnos. y Cía. Ltda.,https://twitter.com/radiochiloe,https://www.facebook.com/RadioChiloeAM/,https://www.instagram.com/radiochiloe/,,Radio,"Radio, Portal Internet, Radio Online",https://www.youtube.com/channel/UC4KtpRSHc6nimIwCyWQZwxQ,"Radio, Portal Internet, Radio Online",
112,Hoy Cañete,http://xn--hoycaete-h3a.cl/,HL,del BioBío,Cañete,N.E,https://twitter.com/hoycanete,https://www.facebook.com/HoyCanetecl/,https://www.instagram.com/hoycanete/,,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCPYdx3u8khx3T0XZTzE7i3Q,Portal Internet,
113,Red Panguipulli,http://redpanguipulli.cl/,HL,Los Ríos,Panguipulli ,Del Sur Comunicaciones,https://twitter.com/redpanguipulli,https://www.facebook.com/RedPanguipulli/,https://www.instagram.com/redpanguipulli/,Jonathan Alexis Chandia Fierro,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCOtJRwfkd8CI4-ieKCl54tw,Portal Internet,
114,El Heraldo Austral,http://www.eha.cl/,HL,de Los Lagos,Puerto Varas,Paola Alvarez B.,https://twitter.com/diario_eha,https://www.facebook.com/www.ehacl/,https://www.instagram.com/elheraldoaustral/,Paola Alejandra Alvarez Bravo,Diario Papel,Periodico Digital/ Portal Internet,https://www.youtube.com/user/ElHeraldoAustral,Periodico Digital/ Portal Internet,
115,El Cachapoal.cl,http://elcachapoal.cl/ec/,HL,de O'Higgings,Rancagua,Carolina Perez Araya,https://twitter.com/elcachapoal,https://www.facebook.com/elcachapoal/,https://www.instagram.com/elcachapoal/,?,Periodico Digital,Portal Internet,N.E,Portal Internet,
116,Alerta Concón,www.alertaconcon.cl,HL,de Valparaiso,Valparaíso,N.E.,https://twitter.com/alertaconcon,https://www.facebook.com/alertaconcon/,https://www.instagram.com/alertaconcon/,?,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCEMV4z5yI6d99cGL-wfXTAQ,Portal Internet,
117,Chicureo Hoy,www.chicureohoy.cl,HL,Metropolitana,Metropolitana,Chicureo Hoy SPA,https://twitter.com/chicureohoy,https://www.facebook.com/chicureohoy/,https://www.instagram.com/chicureohoy/,Andrés Sepúlveda,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCwbZ9FO-lu4V1l61mYLsJdg,Portal Internet,
118,Diario Puerto Varas,www.diariopuertovaras.cl,HL,de Los Lagos,Puerto Varas,"Constanza Hitschfeld, directora",https://twitter.com/DPuertoVaras,https://www.facebook.com/diariopuertovaras/,https://www.instagram.com/diariopuertovaras/,Constanza Hitschfeld,Periodico Digital,Portal Internet,N.E,Portal Internet,
119,"Informador Valdiviano, El",www.elinformadorvaldiviano.cl,HL,Los Ríos,Los Ríos,Rodrigo Nuñez Mora,https://twitter.com/informavaldivia,https://www.facebook.com/elinformadorvaldiviano/,https://www.instagram.com/elinformadorvaldiviano/,?,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UC94b3IiXAB46WVhkJ2JGaog,Portal Internet,
120,Portal de Melipilla,www.portaldemelipilla.cl,HL,Metropolitana,Metropolitana,Consultora e Inversiones RM Limitada,https://twitter.com/portaldemeli,https://www.facebook.com/portaldemelipilla/,https://www.instagram.com/portaldemelipilla/,Felipe Morales Orozco,Periodico Digital,Portal Internet,N.E,Portal Internet,
121,Radio Las Nieves,www.rln.cl,HL,de Aysen,Puerto Aysen,Las Nieves LTDA,https://twitter.com/radiolasnieves,https://www.facebook.com/radiolasnieves/,https://www.instagram.com/radiolasnieves/,Orlando Figuerola Lewis,Radio,"Portal Internet, Radio online, Radio FM",https://www.youtube.com/user/rlnaysen,"Portal Internet, Radio online, Radio FM",
122,Rengo Notas,www.rengonotas.cl,HL,de O'Higgings,O'Higgins,José Sanfurgo Mejías,https://twitter.com/RengoNotas,https://www.facebook.com/rengo.notas/,https://www.instagram.com/rengonotasuno/,José Sanfurgo Mejías,Periodico Digital,"Portal internet, Periodico digital",https://www.youtube.com/user/rengonotascl,"Portal internet, Periodico digital",
123,Santa Cruz FM,www.santacruzfm.cl,HL,de O'Higgings,O'Higgins,Radiodifusoras Santa Cruz Limitada,https://twitter.com/santacruzfm943,https://www.facebook.com/santacruzfm94.3/,https://www.instagram.com/radiosantacruzfm/,?,Radio,"Portal Internet, Radio FM, Radio online",https://www.youtube.com/channel/UCddpOe3WqcS-Pf0k0oyiW_g,"Portal Internet, Radio FM, Radio online",
124,El Hurtadino,http://elhurtadino.cl,HL,de Coquimbo,Rio Hurtado,Red de Diarios Comunales Sociedad Limitada,https://twitter.com/elhurtadino,https://www.facebook.com/elhurtadino/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,Portal- Internet,https://www.youtube.com/channel/UCuIC_QaVFK8q1ShTHn5MXZw,Portal- Internet,
125,La Perla del Limarí,http://www.laperladellimari.cl,HL,de Coquimbo,Ovalle ,Red de Diarios Comunales,https://twitter.com/laperladelimari,https://www.facebook.com/laperladellimari/,https://www.instagram.com/diarioscomunales/,Miguel Torres,Periodico Digital,Portal-Internet,www.youtube.com/channel/UCuIC_QaVFK8q1ShTHn5MXZw,Portal-Internet,
126,El Andacollino,http://www.elandacollino.cl/,HL,de Coquimbo,Andacollo,Red de Diarios Comunales Sociedad Limitada,https://twitter.com/elandacollino,https://www.facebook.com/elandacollinocl/,https://www.instagram.com/diarioscomunales/,Fernanda Roco Castillo,Periodico Digital,Portal-Internet,N.E,Portal-Internet,
127,El Canelino,http://www.elcanelino.cl/,HL,de Coquimbo,Canela,Red de Diarios Comunales Sociedad Limitada,https://twitter.com/elcanelino,https://www.facebook.com/elcanelino/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,Portal-Internet,N.E,Portal-Internet,
128,El Salamanquino,http://elsalamanquino.cl/,HL,de Coquimbo,Salamanca,Red de Diarios Comunales Sociedad Limitada,https://twitter.com/el_salamanquino,https://www.facebook.com/elsalamanquino/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,Portal-Web,N.E,Portal-Web,
129,El combarbalino,http://www.elcombarbalino.cl/,HL,de Coquimbo,Combarbalá,Red de Diarios Comunales Sociedad Limitada,https://twitter.com/elcombarbalino,https://www.facebook.com/elcombarbalino/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,Portal-Internet,N.E,Portal-Internet,
130,El Punitaquino,http://www.elpunitaquino.cl/,HL,de Coquimbo,Punitaqui ,Red de Diarios Comunales Sociedad Limitada .,https://twitter.com/elpunitaquino,https://www.facebook.com/elpunitaquino/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,Portal-Internet,https://www.youtube.com/channel/UCuIC_QaVFK8q1ShTHn5MXZw,Portal-Internet,
131,El Vicuñense,http://www.xn--elvicuense-y9a.cl/,HL,de Coquimbo,Vicuña,Red de Diarios Comunales Sociedad Limitada .,https://twitter.com/elvicunense,https://www.facebook.com/elvicunense/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,"Portal-Web, Radio, Youtube, MixCloud.",https://www.youtube.com/channel/UCuIC_QaVFK8q1ShTHn5MXZw,"Portal-Web, Radio, Youtube, MixCloud.",
132,El Vileño,http://xn--elvileo-9za.cl/,HL,de Coquimbo,Los Vilos ,Red de Diarios Comunales Sociedad Limitada .,https://twitter.com/elvileno,https://www.facebook.com/elvileno/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,"Portal-Web, Radio, Youtube, MixCloud.",https://www.youtube.com/channel/UCuIC_QaVFK8q1ShTHn5MXZw,"Portal-Web, Radio, Youtube, MixCloud.",
133,Estrella del Mar ,http://www.radioestrelladelmar.cl/,HL,de Los Lagos, Ancud,Fundación Radio Estrella del Mar,https://twitter.com/fundacionREM,https://www.facebook.com/radioestrelladelmar/,https://www.instagram.com/radio_estrelladelmar/,Obispado de Ancud,Radio,,https://www.youtube.com/channel/UCLv8C4aun2FEeRCZ7Iwq-hQ,,
134,Radio Nahuelbuta Fm,http://www.nahuelbutafm.cl/,HL,del BioBío,Curanilahue,Parroquia San José,https://twitter.com/radionahuelbuta,https://www.facebook.com/radionahuelbuta/,https://www.instagram.com/radionahuelbutafm/,Pablo Leiva,Radio,Radio + Portal Internet,https://www.youtube.com/user/radionahuelbutafm,Radio + Portal Internet,
135,Diario La Batalla,http://www.labatalla.cl/,HL,Metropolitana,Maipu,La Batalla Comunicaciones,https://twitter.com/diariolabatalla,https://www.facebook.com/diariolabatalla/,https://www.instagram.com/diariolabatalla/,?,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCQn-DQzfIGbFGeIMN_qx94Q,Portal Internet,
136,El Comunicador,http://elcomunicador.cl/,HL,Metropolitana,Melipilla,Pedro Pablo Riveros,https://twitter.com/ElComunicadorcl,https://www.facebook.com/ElComunicadorcl/,https://www.instagram.com/elcomunicadorcl/,?,Periodico Digital,Portal Internet,https://www.youtube.com/user/MelipillaTv?feature=mhee,Portal Internet,
137,Salamancachile.cl,http://www.salamancachile.cl,HL,de Coquimbo,Salamanca,Radiodifusora 7 E.I.R.L.,https://twitter.com/dsalamancachile,https://www.facebook.com/salamancachile/,https://www.instagram.com/eldiariodesalamanca/,Roy Félix Canales Leiva,Periodico Digital,Portal Internet,N.E,Portal Internet,
138,Lanalhue Noticias,http://www.lanalhuenoticias.cl,HL,Araucanía,Cañete,Lanalhue Noticias,https://twitter.com/lanalhue,https://www.facebook.com/lanalhuenoticias/,https://www.instagram.com/lanalhue/,?,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCgioQgH2djKmEOQeCcw---g,Portal Internet,
139,Diario el Huemul,https://www.elhuemul.cl/,HL,de Los Lagos,Palena,El Huemul Comunicaciones,https://twitter.com/diarioelhuemul,https://www.facebook.com/diarioelhuemul/,NE,,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCgaE2gvV5jxq0_OdCf6tbSQ,Portal Internet,
140,El bulnensino,http://elbulnensino.blogspot.com/,HL,Ñuble,Bulnes,Bulnes,https://twitter.com/el_bulnensino,https://www.facebook.com/ebulnensino/,NE,El bulnensino,Periodico Digital,Portal-Internet,https://www.youtube.com/user/mixjorge1,Portal-Internet,
141,La voz de Maipu,https://lavozdemaipu.cl/,HL,Metropolitana,Maipú,La voz de Maipu,https://twitter.com/lavozdemaipu,https://www.facebook.com/lavoz/,https://www.instagram.com/lavozdemaipu/,Nicolás Aravena,Periodico Digital,"Sitio web, revista, publicidad.",https://www.youtube.com/user/lavozdemaipu,"Sitio web, revista, publicidad.",
142,Vertice TV,https://www.vertice.tv/,HL,de Los Lagos,Puerto Montt,Vertice Comunicacones,https://twitter.com/canalvertice,https://www.facebook.com/verticetv/,https://www.instagram.com/vertice.tv/,Luis Venegas,Tv Cable,Tv- Portal Internet,https://www.youtube.com/user/videosprensavertice,Tv- Portal Internet,
143,La Voz de Pucón,https://www.lavozdepucon.cl/,HL,Araucanía,Pucón,Grupo Prioridad,https://twitter.com/LaVozDePucon,https://www.facebook.com/LaVozDePucon/,https://www.instagram.com/lavozdepucon/,,Periodico DigitalPortal Internet,Portal internet,,Portal internet,
144,The Nuñork Times,http://nunorktimes.cl/,HL,Metropolitana,Nuñoa,,https://twitter.com/nunorktimes,https://www.facebook.com/NunorkTimes/,https://www.instagram.com/nunorktimes/,Juan Carlos Avila Felip,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCB-dlNOr3V9iA5L2Xup29kw?view_as=subscriber,Portal Internet,Juan Carlos Avila Felip
145,Rengo en La Noticia,http://www.rengoenlanoticia.cl/,HL,de O'Higgings,Rengo,Pedro Veas S.,https://twitter.com/DRenlanoticia,https://www.facebook.com/rengoenlanoticia/,https://www.instagram.com/rengoenlanoticia/,,Periodico Digital,"Portal internet, Periodico digital",https://www.youtube.com/user/rengoenlanoticia,"Portal internet, Periodico digital",
146,RedAcción,,HL,Metropolitana,Talagante,,https://twitter.com/redaccionprensa,https://www.facebook.com/redaccion/,NE,,Periodico Digital,"Portal internet, Periodico digital",,"Portal internet, Periodico digital",
147,Periodico Iloca,http://periodicoiloca.cl/,HL,Maule,Iloca,,https://twitter.com/periodico_iloca,https://www.facebook.com/PeriodicoIloca/,https://www.instagram.com/periodicoiloca/,Cristian Alfredo Carraso Cepéspedes,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCBQiHF-MIkXY3n8OKyHJVcw,Portal Internet,
148,El Noticiero de Huasco,https://elnoticierodelhuasco.cl/,HL,Atacama,Vallenar,Consultora Carlos Opazo Alvarez EIRL,https://twitter.com/NoticierodelHua,https://www.facebook.com/ElNoticierodelHuasco/,https://www.instagram.com/elnoticierodelhuasco.cl/,Carlos Opazo Alvarez,Periodico Digital,Portal Internet,https://www.youtube.com/user/ElNoticierodelHuasco/videos,Portal Internet,
149,El serenense,https://elserenense.cl/,HL,de Coquimbo,Serena,Red de Diarios Comunales Sociedad Limitada,https://twitter.com/el_serenense,https://www.facebook.com/diarioelserenense/,https://www.instagram.com/diarioscomunales/,,Periodico Digital,Portal-Web,,Portal-Web,
150,La Tribuna de Colchahua,http://www.latribunadecolchagua.cl/,HL,de O'Higgings,Colchagua,,https://twitter.com/TribunaC,https://www.facebook.com/TribunaC/,https://www.instagram.com/tribuna_colchagua/,"Ricardo Obando Sanhueza,",Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCNwmekyVTa9hdlojsGNoC9A,Portal Internet,
151,Radio Condell de Curicó,http://www.radiocondell.cl/,HL,Maule,Curico,Benjamin Gonzalez,https://twitter.com/radiocondell,https://www.facebook.com/RadioCondell/,https://www.instagram.com/radiocondell/,Benjamin Gonzalez,Radio,"Radio, Portal Internet, Radio Online",https://www.youtube.com/channel/UC1zdLciC4JCQSSUKsZoA_Ig,"Radio, Portal Internet, Radio Online",
152,Calama en linea,https://www.calamaenlinea.cl/,HL,de Antofagasta,Calama,,https://twitter.com/calamaenlinea,https://www.facebook.com/calamaenlinea/,https://www.instagram.com/calama_en_linea/,,Periodico Digital,Portal Internet,https://www.youtube.com/channel/UCzVNMdZsTKVhBK4RSfGbsjw,Portal Internet,
153,El Marino ,http://www.diarioelmarino.cl/,HL,de O'Higgings,Pichilemu,,https://twitter.com/diarioelmarino,https://www.facebook.com/diarioelmarino/,https://www.instagram.com/diarioelmarino/,Diego Grez Cañete,Periodico impreso,Portal Internet,https://www.youtube.com/user/diarioelmarino,Portal Internet,
154,En la linea Calama,https://enlalinea.cl/,HL,de Antofagasta,Calama,,https://twitter.com/diarioenlalinea,https://www.facebook.com/diariodigitalencalama/,https://www.instagram.com/enlalinea.cl/,,Periodico Digital,Portal Internet,,Portal Internet,
155,Enfoque de Vallenar,https://enfoquedigital.cl/,HL,Atacama,Vallenar,Enfoque Digital Ltda,https://twitter.com/enfdig,https://www.facebook.com/EnfoqueDigitalVallenar/,https://www.instagram.com/enfoquedigitalvallenar/,,,,https://www.youtube.com/c/EnfoqueDigitalVallenar,,Oscar Vásquez Geraldo
156,Canal 21 de Chillan,https://www.canal21tv.cl/,HL,Ñuble,Chillán,,https://twitter.com/canal_21tv,https://www.facebook.com/TV.Canal21/,https://www.instagram.com/canal_21tv/,,Canal TV (abierta),"Portal Internet, Canal online, Canal TV (abierta y cable)",https://www.youtube.com/user/Canal21UHF,"Portal Internet, Canal online, Canal TV (abierta y cable)",
157,Diario de Chiloe,https://www.diariochiloe.cl/,HL,de Los Lagos,Castro,Grupo Diario Sur,https://twitter.com/diariochiloe,https://www.facebook.com/diariochiloe/,https://www.instagram.com/prensaloslagos/,,Periodico Digital,Portal Interet ,https://www.youtube.com/channel/UCnx8PZT6uqT79cY_DgKz8Qg,Portal Interet ,
158,El Tirapiedras,https://www.eltirapiedras.cl/,HL,Magallanes,Puerto Natales,,NE,https://www.facebook.com/eltirapiedrascl/,https://www.instagram.com/NATALESNEWS/,,Periodico Digital,Portal web,N.E.,Portal web,
158,Radio El Salar,https://radioelsalar.cl/,HL,Tarapaca,Pozo al Monte,,https://twitter.com/radioelsalar1,https://www.facebook.com/Radioelsalar/,https://www.instagram.com/radioelsalar/,,Radio,"Radio, Portal Internet",N.E.,"Radio, Portal Internet",
